"ITTER107","Territory","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",125.851,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",102.315,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",96.41,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",98.978,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",105.921,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",107.951,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",98.717,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",115.702,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",79.918,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",94.43,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",104.797,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",115.722,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",104.817,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",119.607,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",116.718,,
"IT","Italy","1","males","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",121.666,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018","2018",429.011,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q2","Q2-2018",424.576,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q1","Q1-2018",418.734,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q4","Q4-2018",431.504,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q3","Q3-2018",441.229,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019","2019",423.25,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",420.247,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",413.176,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",416.017,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",443.56,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020","2020",369.112,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",355.8,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",375.464,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",387.113,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",358.07,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021","2021",420.999,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022","2022",450.222,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",394.218,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",425.395,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",421.348,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",443.037,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",430.86,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",449.555,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",463.04,,
"IT","Italy","2","females","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",457.433,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018","2018",436.353,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q2","Q2-2018",440.171,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q1","Q1-2018",403.806,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q4","Q4-2018",437.005,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q3","Q3-2018",464.429,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019","2019",451.242,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",426.878,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",443.794,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",468.492,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",465.804,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020","2020",438.241,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",409.832,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",460.55,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",432.998,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",449.585,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021","2021",458.685,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022","2022",506.847,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",453.851,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",452.766,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",446.618,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",481.504,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",504.203,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",489.543,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",539.965,,
"IT","Italy","1","males","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",493.676,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",1040.84,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",1051.903,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",1014.294,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",1034.711,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",1062.454,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",1041.116,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",1030.653,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",1035.162,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",1027.623,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",1071.028,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",923.288,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",881.868,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",938.008,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",962.975,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",910.301,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",949.187,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",989.9,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",887.117,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",932.049,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",985.041,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",992.541,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",970.062,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",990.955,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",1018.039,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",980.544,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018","2018",297.01,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q2","Q2-2018",320.376,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q1","Q1-2018",292.278,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q4","Q4-2018",271.478,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q3","Q3-2018",303.909,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019","2019",289.511,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q1","Q1-2019",278.102,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q2","Q2-2019",303.594,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q4","Q4-2019",274.303,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2019-Q3","Q3-2019",302.045,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020","2020",249.331,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q2","Q2-2020",233.948,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q1","Q1-2020",248.243,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q3","Q3-2020",263.555,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2020-Q4","Q4-2020",251.578,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021","2021",244.92,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022","2022",273.407,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q1","Q1-2021",225.461,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q2","Q2-2021",241.788,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q3","Q3-2021",255.161,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2021-Q4","Q4-2021",257.271,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q1","Q1-2022",256.519,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q2","Q2-2022",278.357,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q3","Q3-2022",290.115,,
"IT","Italy","9","total","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2022-Q4","Q4-2022",268.636,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2018","2018",1175.025,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2018-Q2","Q2-2018",1181.908,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2018-Q1","Q1-2018",1139.073,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2018-Q4","Q4-2018",1190.796,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2018-Q3","Q3-2018",1188.322,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019","2019",1215.702,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q1","Q1-2019",1201.339,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q2","Q2-2019",1235.792,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q4","Q4-2019",1206.305,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2019-Q3","Q3-2019",1219.37,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020","2020",1147.461,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q2","Q2-2020",1116.279,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q1","Q1-2020",1159.505,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q3","Q3-2020",1179.336,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2020-Q4","Q4-2020",1134.723,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021","2021",1132.489,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022","2022",1143.995,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q1","Q1-2021",1028.539,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q2","Q2-2021",1082.754,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q3","Q3-2021",1209.685,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2021-Q4","Q4-2021",1208.979,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q1","Q1-2022",1145.274,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q2","Q2-2022",1164.984,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q3","Q3-2022",1129.079,,
"IT","Italy","9","total","Y15-89","15-89 years","13","no educational degree, primary and lower secondary school certificate","FRG","foreign","2022-Q4","Q4-2022",1136.644,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",417.277,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",429.857,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",410.607,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",406.444,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",422.199,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",445.234,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",436.602,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",456.597,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",435.279,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",452.458,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",423.525,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",438.347,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",420.376,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",430.767,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",404.61,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",424.543,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",453.654,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",380.797,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",404.156,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",439.671,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",473.547,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",446.563,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",449.873,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",466.119,,
"IT","Italy","9","total","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",452.06,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",921.294,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",921.108,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",901.47,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",926.349,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",936.249,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",911.396,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",904.223,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",898.734,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",903.916,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",938.709,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",805.199,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",766.725,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",828.977,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",836.991,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",788.104,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",826.586,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",849.855,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",778.085,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",810.761,,
"IT","Italy","2","females","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",855.913,,
